n,age,year,intervention,strategy,vaccine,seasonal,replicate,n_base,vaccine_base
0.0,1,1,mAB,6,older_adult,true,1,0.0,older_adult
266720.0884145859,2,1,mAB,6,older_adult,true,1,266699.3856828086,older_adult
45196.0000975951,3,1,mAB,6,older_adult,true,1,45195.972704861204,older_adult
45195.812899601,4,1,mAB,6,older_adult,true,1,45195.7845795774,older_adult
45195.71982418979,5,1,mAB,6,older_adult,true,1,45195.69102909958,older_adult
45195.692518780495,6,1,mAB,6,older_adult,true,1,45195.66359214141,older_adult
0.0,7,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,8,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,9,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,10,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,11,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,12,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,13,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,14,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,15,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,16,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,17,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,18,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,19,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,20,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,21,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,22,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,23,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,24,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,25,1,mAB,6,older_adult,true,1,0.0,older_adult
0.0,1,2,mAB,6,older_adult,true,1,0.0,older_adult
266687.26776836574,2,2,mAB,6,older_adult,true,1,266687.92682382336,older_adult
45196.493086229835,3,2,mAB,6,older_adult,true,1,45196.63104375469,older_adult
45196.344770734475,4,2,mAB,6,older_adult,true,1,45196.485316648745,older_adult
45196.29691717928,5,2,mAB,6,older_adult,true,1,45196.43759968696,older_adult
45196.326410265465,6,2,mAB,6,older_adult,true,1,45196.465509302354,older_adult
0.0,7,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,8,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,9,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,10,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,11,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,12,2,mAB,6,older_adult,true,1,0.0,older_adult
0.0,13,2,mAB,6,older_adult,true,1,0.0,older_adult
